Job_ID,Role,Company,Location,Experience_Level,Employment_Type,Salary_USD,Skills,Remote_Status,Posted_Date,Job_Description
175,Data Scientist,Google,"New York, US",Senior,Part-time,156568,"Docker, NLP, Deep Learning, Pandas",Hybrid,5/3/2025,"Seeking a passionate Data Scientist with hands-on experience in NLP, Deep Learning, Pandas. Excellent opportunity to grow in a dynamic environment."
176,AI Research Scientist,Zoho,"California, US",Expert,Full-time,198569,"PowerBI, Tableau, Docker, GCP, Kubernetes",Onsite,6/14/2025,"Seeking a passionate AI Research Scientist with hands-on experience in Tableau, Kubernetes, PowerBI. Excellent opportunity to grow in a dynamic environment."
177,ML Ops Engineer,Meta,"Mumbai, IN",Expert,Contract,19508,"Tableau, TensorFlow, Scikit-learn",Remote,6/27/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, Scikit-learn, Tableau."
178,AI Research Scientist,NVIDIA,"Texas, US",Senior,Internship,161271,"Computer Vision, Deep Learning, Python, GCP",Onsite,6/1/2025,"Seeking a passionate AI Research Scientist with hands-on experience in Python, Deep Learning, GCP. Excellent opportunity to grow in a dynamic environment."
179,BI Analyst,Salesforce,"California, US",Mid,Part-time,116121,"Hadoop, Scikit-learn, NLP",Onsite,6/17/2025,"We are looking for a BI Analyst with strong experience in NLP, Scikit-learn, Hadoop. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
180,Data Analyst,SAP,"New York, US",Senior,Internship,159123,"Excel, TensorFlow, NLP, Hadoop, Docker, PowerBI",Hybrid,7/6/2025,"We are looking for a Data Analyst with strong experience in TensorFlow, Docker, PowerBI. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
181,NLP Engineer,LinkedIn,"Singapore, SG",Entry,Part-time,43862,"NLP, PyTorch, Spark, Deep Learning",Onsite,6/5/2025,"Join our team as a NLP Engineer, where you'll use your skills in PyTorch, Deep Learning, NLP to solve real-world problems. Experience in PyTorch, Deep Learning, NLP is a plus."
182,AI Research Scientist,Hugging Face,"Bengaluru, IN",Expert,Part-time,20270,"Kubernetes, PowerBI, PyTorch, Scikit-learn",Onsite,6/18/2025,"We are looking for a AI Research Scientist with strong experience in PyTorch, PowerBI, Scikit-learn. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
183,ML Ops Engineer,LinkedIn,"California, US",Senior,Full-time,173425,"Computer Vision, Kubernetes, Pandas, Docker, Excel, SQL",Onsite,7/18/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: Excel, Pandas, SQL."
184,ML Engineer,TCS,"Berlin, DE",Entry,Contract,57616,"Hadoop, Spark, TensorFlow, Pandas, Azure, Deep Learning",Remote,5/20/2025,"We are looking for a ML Engineer with strong experience in Spark, Deep Learning, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
185,Computer Vision Engineer,NVIDIA,Remote,Entry,Internship,51877,"R, Docker, Azure, NLP, SQL",Hybrid,6/2/2025,"We are looking for a Computer Vision Engineer with strong experience in Azure, R, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
186,Data Scientist,TCS,"London, UK",Senior,Internship,171435,"R, Excel, NLP, Azure",Remote,5/13/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: Azure, R, Excel."
187,AI Research Scientist,Flipkart,"Tokyo, JP",Senior,Contract,178992,"Computer Vision, R, Azure, PyTorch",Hybrid,4/30/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: Computer Vision, R, Azure."
188,AI Research Scientist,TCS,"Texas, US",Senior,Part-time,129317,"Computer Vision, Deep Learning, Docker, SQL, Spark",Hybrid,6/7/2025,"We are looking for a AI Research Scientist with strong experience in Docker, Deep Learning, SQL. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
189,NLP Engineer,Zoho,"Mumbai, IN",Expert,Contract,24008,"SQL, Hadoop, Deep Learning, GCP, Computer Vision",Hybrid,7/1/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: GCP, Hadoop, Computer Vision."
190,ML Ops Engineer,Infosys,"Toronto, CA",Senior,Contract,157102,"R, Pandas, TensorFlow, Docker, Python",Hybrid,7/13/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: Pandas, TensorFlow, R."
191,AI Research Scientist,SAP,"Mumbai, IN",Entry,Internship,6256,"Azure, SQL, NLP, Pandas",Remote,7/18/2025,"Seeking a passionate AI Research Scientist with hands-on experience in SQL, Pandas, Azure. Excellent opportunity to grow in a dynamic environment."
192,Computer Vision Engineer,Netflix,"California, US",Expert,Contract,236260,"TensorFlow, Python, GCP",Hybrid,5/28/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Python, GCP, TensorFlow. Excellent opportunity to grow in a dynamic environment."
193,Data Scientist,Apple,"Singapore, SG",Mid,Internship,115586,"PyTorch, Kubernetes, SQL, AWS, Deep Learning, R",Remote,7/15/2025,"We are looking for a Data Scientist with strong experience in PyTorch, R, Deep Learning. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
194,Data Scientist,Flipkart,"Toronto, CA",Senior,Part-time,177311,"SQL, Spark, Python, Scikit-learn",Onsite,6/2/2025,"Join our team as a Data Scientist, where you'll use your skills in Scikit-learn, Spark, SQL to solve real-world problems. Experience in Scikit-learn, Spark, SQL is a plus."
195,Computer Vision Engineer,OpenAI,"Sydney, AU",Mid,Internship,98992,"TensorFlow, PyTorch, Pandas",Hybrid,5/14/2025,"Join our team as a Computer Vision Engineer, where you'll use your skills in TensorFlow, Pandas, PyTorch to solve real-world problems. Experience in TensorFlow, Pandas, PyTorch is a plus."
196,BI Analyst,Zoho,"Bengaluru, IN",Senior,Part-time,12552,"Python, PowerBI, GCP, Spark, Hadoop",Remote,6/8/2025,"Join our team as a BI Analyst, where you'll use your skills in Python, PowerBI, Spark to solve real-world problems. Experience in Python, PowerBI, Spark is a plus."
197,NLP Engineer,Microsoft,Remote,Mid,Internship,94378,"Spark, Python, NLP",Onsite,6/18/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using NLP, Python, Spark. We value creativity and a willingness to learn."
198,AI Research Scientist,Salesforce,"Singapore, SG",Expert,Contract,241736,"Python, Excel, SQL",Hybrid,7/27/2025,"We are looking for a AI Research Scientist with strong experience in Python, Excel, SQL. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
199,NLP Engineer,OpenAI,"California, US",Entry,Internship,49387,"Computer Vision, Deep Learning, SQL, PyTorch, Azure, R",Hybrid,6/19/2025,"We are looking for a NLP Engineer with strong experience in Computer Vision, Azure, R. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
200,Data Scientist,Adobe,"London, UK",Mid,Contract,111569,"Computer Vision, AWS, R, Excel, SQL",Onsite,6/3/2025,"We are looking for a Data Scientist with strong experience in SQL, Computer Vision, Excel. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
201,Data Scientist,SAP,"Singapore, SG",Entry,Contract,64303,"Python, PyTorch, Pandas",Hybrid,7/8/2025,"Join our team as a Data Scientist, where you'll use your skills in PyTorch, Pandas, Python to solve real-world problems. Experience in PyTorch, Pandas, Python is a plus."
202,ML Ops Engineer,Zoho,"Delhi, IN",Senior,Part-time,17119,"Python, Tableau, Computer Vision",Onsite,6/24/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Computer Vision, Tableau, Python. We value creativity and a willingness to learn."
203,Data Scientist,Infosys,"Tokyo, JP",Entry,Internship,56737,"NLP, Scikit-learn, Azure, TensorFlow",Onsite,5/16/2025,"Seeking a passionate Data Scientist with hands-on experience in Azure, NLP, TensorFlow. Excellent opportunity to grow in a dynamic environment."
204,Data Scientist,TCS,"Tokyo, JP",Entry,Full-time,48013,"PyTorch, Scikit-learn, R, Computer Vision, AWS, Excel",Remote,6/27/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: AWS, R, Scikit-learn."
205,BI Analyst,Flipkart,"Berlin, DE",Entry,Contract,56450,"AWS, Spark, R, Deep Learning",Remote,7/20/2025,"Seeking a passionate BI Analyst with hands-on experience in AWS, Spark, Deep Learning. Excellent opportunity to grow in a dynamic environment."
206,ML Ops Engineer,Wipro,Remote,Senior,Contract,132574,"PowerBI, Excel, Pandas, AWS",Remote,5/30/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using PowerBI, Excel, Pandas. We value creativity and a willingness to learn."
207,Computer Vision Engineer,Hugging Face,"Mumbai, IN",Mid,Part-time,9687,"Python, Tableau, Pandas, Deep Learning, PowerBI",Remote,7/15/2025,"Join our team as a Computer Vision Engineer, where you'll use your skills in Deep Learning, PowerBI, Tableau to solve real-world problems. Experience in Deep Learning, PowerBI, Tableau is a plus."
208,Data Analyst,Adobe,"London, UK",Expert,Internship,192193,"AWS, Spark, Computer Vision",Remote,4/30/2025,"Seeking a passionate Data Analyst with hands-on experience in Spark, Computer Vision, AWS. Excellent opportunity to grow in a dynamic environment."
209,Computer Vision Engineer,SAP,"Tokyo, JP",Entry,Full-time,44374,"Excel, Pandas, R",Hybrid,6/3/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Excel, Pandas, R."
210,AI Research Scientist,TCS,"Berlin, DE",Senior,Contract,141381,"Azure, AWS, SQL, GCP, PyTorch, Deep Learning",Onsite,5/15/2025,"Join our team as a AI Research Scientist, where you'll use your skills in AWS, GCP, Deep Learning to solve real-world problems. Experience in AWS, GCP, Deep Learning is a plus."
211,Data Scientist,Apple,"New York, US",Mid,Internship,96641,"GCP, Docker, PowerBI, Excel, Azure",Onsite,7/13/2025,"Join our team as a Data Scientist, where you'll use your skills in GCP, Azure, Excel to solve real-world problems. Experience in GCP, Azure, Excel is a plus."
212,Data Scientist,Netflix,Remote,Senior,Full-time,142692,"NLP, Deep Learning, Spark, R",Remote,5/3/2025,"Seeking a passionate Data Scientist with hands-on experience in NLP, R, Spark. Excellent opportunity to grow in a dynamic environment."
213,NLP Engineer,Infosys,"Texas, US",Entry,Internship,58217,"Docker, TensorFlow, PyTorch",Onsite,7/13/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: Docker, PyTorch, TensorFlow."
214,ML Engineer,Microsoft,Remote,Mid,Part-time,105877,"SQL, Python, Pandas, GCP, Docker",Remote,7/12/2025,"As a ML Engineer, you will be responsible for building scalable solutions using Pandas, Docker, GCP. We value creativity and a willingness to learn."
215,Data Scientist,Flipkart,"New York, US",Entry,Internship,45504,"Python, Deep Learning, Computer Vision, Scikit-learn, NLP, TensorFlow",Remote,7/5/2025,"Join our team as a Data Scientist, where you'll use your skills in TensorFlow, Scikit-learn, NLP to solve real-world problems. Experience in TensorFlow, Scikit-learn, NLP is a plus."
216,NLP Engineer,Infosys,"Mumbai, IN",Mid,Full-time,11043,"Computer Vision, Hadoop, Kubernetes, R, SQL, PyTorch",Hybrid,6/9/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: Computer Vision, SQL, Kubernetes."
217,AI Research Scientist,IBM,"London, UK",Mid,Full-time,116751,"NLP, Excel, Spark, Tableau, Deep Learning, PyTorch",Onsite,7/5/2025,"Join our team as a AI Research Scientist, where you'll use your skills in Tableau, NLP, Spark to solve real-world problems. Experience in Tableau, NLP, Spark is a plus."
218,ML Engineer,Flipkart,"Singapore, SG",Mid,Full-time,100912,"Scikit-learn, TensorFlow, AWS, Hadoop",Onsite,6/24/2025,"Join our team as a ML Engineer, where you'll use your skills in Hadoop, Scikit-learn, TensorFlow to solve real-world problems. Experience in Hadoop, Scikit-learn, TensorFlow is a plus."
219,ML Engineer,TCS,"Singapore, SG",Expert,Contract,221681,"Excel, Python, NLP, PyTorch, GCP",Remote,5/26/2025,"We are looking for a ML Engineer with strong experience in Excel, GCP, Python. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
220,NLP Engineer,Netflix,"Mumbai, IN",Entry,Full-time,4762,"Python, Tableau, GCP, PyTorch, Excel, NLP",Remote,7/6/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: Tableau, PyTorch, Excel."
221,Computer Vision Engineer,Microsoft,"California, US",Mid,Part-time,104491,"NLP, Deep Learning, TensorFlow",Remote,6/15/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, Deep Learning, NLP."
222,NLP Engineer,Flipkart,"Texas, US",Mid,Internship,112544,"AWS, Excel, Scikit-learn, Deep Learning, PowerBI",Hybrid,5/1/2025,"Join our team as a NLP Engineer, where you'll use your skills in Scikit-learn, Deep Learning, PowerBI to solve real-world problems. Experience in Scikit-learn, Deep Learning, PowerBI is a plus."
223,NLP Engineer,Apple,"Texas, US",Entry,Internship,41061,"Excel, TensorFlow, Kubernetes, PyTorch",Hybrid,6/16/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using TensorFlow, Excel, Kubernetes. We value creativity and a willingness to learn."
224,Data Scientist,TCS,"Toronto, CA",Senior,Part-time,173848,"Python, Azure, GCP, AWS, SQL, Scikit-learn",Hybrid,6/26/2025,"As a Data Scientist, you will be responsible for building scalable solutions using AWS, Python, Scikit-learn. We value creativity and a willingness to learn."
225,Data Scientist,Google,"California, US",Expert,Internship,234266,"Deep Learning, NLP, Hadoop, Pandas, TensorFlow, Computer Vision",Hybrid,5/28/2025,"As a Data Scientist, you will be responsible for building scalable solutions using NLP, Deep Learning, Computer Vision. We value creativity and a willingness to learn."
226,Data Analyst,Netflix,"Mumbai, IN",Entry,Full-time,4065,"Tableau, Scikit-learn, Deep Learning",Onsite,7/8/2025,"Join our team as a Data Analyst, where you'll use your skills in Deep Learning, Scikit-learn, Tableau to solve real-world problems. Experience in Deep Learning, Scikit-learn, Tableau is a plus."
227,Data Scientist,NVIDIA,"New York, US",Senior,Internship,162836,"Scikit-learn, R, TensorFlow, Tableau, GCP, Hadoop",Hybrid,6/6/2025,"Join our team as a Data Scientist, where you'll use your skills in Hadoop, R, Tableau to solve real-world problems. Experience in Hadoop, R, Tableau is a plus."
228,NLP Engineer,Wipro,"Berlin, DE",Mid,Full-time,107471,"R, NLP, Python, Computer Vision",Remote,7/17/2025,"We are looking for a NLP Engineer with strong experience in R, Python, NLP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
229,NLP Engineer,LinkedIn,"Mumbai, IN",Mid,Full-time,8119,"Kubernetes, TensorFlow, PowerBI",Remote,6/8/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using PowerBI, TensorFlow, Kubernetes. We value creativity and a willingness to learn."
230,ML Ops Engineer,Uber,"Sydney, AU",Senior,Full-time,132116,"NLP, Scikit-learn, Docker, R, Azure, AWS",Hybrid,5/30/2025,"We are looking for a ML Ops Engineer with strong experience in NLP, R, Scikit-learn. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
231,NLP Engineer,TCS,"Berlin, DE",Entry,Part-time,61871,"Excel, AWS, Hadoop, R, Deep Learning, Computer Vision",Hybrid,5/23/2025,"Join our team as a NLP Engineer, where you'll use your skills in AWS, Hadoop, Deep Learning to solve real-world problems. Experience in AWS, Hadoop, Deep Learning is a plus."
232,BI Analyst,NVIDIA,"Sydney, AU",Expert,Part-time,184551,"TensorFlow, Docker, Scikit-learn, Hadoop",Onsite,7/1/2025,"Seeking a passionate BI Analyst with hands-on experience in Hadoop, Scikit-learn, TensorFlow. Excellent opportunity to grow in a dynamic environment."
233,Data Analyst,Apple,"California, US",Expert,Full-time,199382,"Tableau, SQL, Excel, Deep Learning, Spark",Hybrid,5/19/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: Tableau, Deep Learning, Excel."
234,Computer Vision Engineer,Infosys,"Delhi, IN",Expert,Full-time,23499,"Computer Vision, PyTorch, Excel",Hybrid,5/17/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Excel, PyTorch, Computer Vision. Excellent opportunity to grow in a dynamic environment."
235,Data Scientist,Meta,"Singapore, SG",Entry,Contract,68840,"Deep Learning, Kubernetes, Excel, R, Scikit-learn",Hybrid,6/23/2025,"We are looking for a Data Scientist with strong experience in Excel, Scikit-learn, Deep Learning. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
236,BI Analyst,Apple,"Singapore, SG",Expert,Full-time,211139,"Kubernetes, Azure, NLP",Onsite,7/26/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: NLP, Kubernetes, Azure."
237,Computer Vision Engineer,Wipro,"Berlin, DE",Senior,Internship,176944,"PowerBI, Docker, Tableau, Azure",Hybrid,6/5/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Azure, Tableau, PowerBI."
238,Data Scientist,OpenAI,"Mumbai, IN",Mid,Internship,11977,"Spark, Scikit-learn, SQL",Hybrid,6/19/2025,"As a Data Scientist, you will be responsible for building scalable solutions using SQL, Spark, Scikit-learn. We value creativity and a willingness to learn."
239,BI Analyst,Apple,Remote,Entry,Part-time,75544,"R, Docker, Pandas, NLP",Remote,7/3/2025,"As a BI Analyst, you will be responsible for building scalable solutions using Pandas, NLP, R. We value creativity and a willingness to learn."
240,NLP Engineer,Zoho,"Mumbai, IN",Expert,Full-time,24406,"Scikit-learn, Kubernetes, Hadoop, NLP, Spark, SQL",Hybrid,6/25/2025,"Join our team as a NLP Engineer, where you'll use your skills in SQL, Spark, Hadoop to solve real-world problems. Experience in SQL, Spark, Hadoop is a plus."
241,Data Scientist,Wipro,"California, US",Expert,Full-time,208091,"AWS, GCP, Azure, Computer Vision",Remote,5/24/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: Azure, AWS, Computer Vision."
242,ML Engineer,Google,"Mumbai, IN",Mid,Part-time,7055,"Azure, Computer Vision, Deep Learning, NLP, Docker",Hybrid,6/26/2025,"We are looking for a ML Engineer with strong experience in Computer Vision, NLP, Azure. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
243,Data Analyst,SAP,"Berlin, DE",Expert,Full-time,229051,"PowerBI, TensorFlow, Kubernetes, SQL, Tableau",Remote,6/23/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: PowerBI, SQL, Tableau."
244,Computer Vision Engineer,Infosys,"Berlin, DE",Senior,Part-time,178961,"Tableau, PyTorch, Python, Kubernetes, PowerBI, Excel",Remote,6/5/2025,"We are looking for a Computer Vision Engineer with strong experience in Python, PowerBI, Kubernetes. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
245,BI Analyst,Salesforce,"Tokyo, JP",Entry,Part-time,63807,"NLP, Spark, PowerBI, Scikit-learn, Excel, PyTorch",Onsite,7/16/2025,"We are looking for a BI Analyst with strong experience in Excel, PowerBI, NLP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
246,ML Ops Engineer,Apple,"Tokyo, JP",Senior,Part-time,162889,"NLP, AWS, PowerBI, Computer Vision",Hybrid,6/16/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: AWS, PowerBI, Computer Vision."
247,Computer Vision Engineer,Infosys,"Singapore, SG",Senior,Internship,176779,"Kubernetes, GCP, Spark",Remote,7/13/2025,"We are looking for a Computer Vision Engineer with strong experience in Kubernetes, GCP, Spark. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
248,BI Analyst,Adobe,"Berlin, DE",Expert,Full-time,233633,"PyTorch, Tableau, Scikit-learn, SQL, Kubernetes, Hadoop",Remote,5/9/2025,"Join our team as a BI Analyst, where you'll use your skills in Kubernetes, Tableau, PyTorch to solve real-world problems. Experience in Kubernetes, Tableau, PyTorch is a plus."
249,AI Research Scientist,Flipkart,"Sydney, AU",Entry,Full-time,48962,"Kubernetes, SQL, PyTorch, Computer Vision",Onsite,5/8/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: Kubernetes, SQL, Computer Vision."
250,BI Analyst,Salesforce,"Bengaluru, IN",Expert,Internship,22890,"Tableau, Spark, GCP",Remote,7/26/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Tableau, GCP, Spark."
251,ML Engineer,TCS,"London, UK",Senior,Contract,152986,"Scikit-learn, SQL, R, PowerBI, Spark",Remote,5/31/2025,"As a ML Engineer, you will be responsible for building scalable solutions using SQL, R, PowerBI. We value creativity and a willingness to learn."
252,Computer Vision Engineer,IBM,"Sydney, AU",Mid,Contract,119159,"Python, AWS, Excel, PyTorch, GCP, NLP",Onsite,7/26/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using PyTorch, AWS, NLP. We value creativity and a willingness to learn."
253,AI Research Scientist,Meta,"Toronto, CA",Entry,Internship,48381,"TensorFlow, Python, R",Hybrid,5/1/2025,"Join our team as a AI Research Scientist, where you'll use your skills in R, TensorFlow, Python to solve real-world problems. Experience in R, TensorFlow, Python is a plus."
254,Data Scientist,IBM,"Mumbai, IN",Expert,Full-time,20007,"Python, PowerBI, Computer Vision, TensorFlow",Hybrid,5/5/2025,"We are looking for a Data Scientist with strong experience in Computer Vision, PowerBI, Python. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
255,NLP Engineer,LinkedIn,"Singapore, SG",Mid,Internship,117105,"TensorFlow, Pandas, Kubernetes, GCP, Spark",Remote,6/25/2025,"We are looking for a NLP Engineer with strong experience in Pandas, TensorFlow, GCP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
256,Data Analyst,Zoho,"Tokyo, JP",Expert,Contract,207222,"Tableau, AWS, Python, Hadoop, SQL, Docker",Remote,7/14/2025,"Join our team as a Data Analyst, where you'll use your skills in Tableau, Python, AWS to solve real-world problems. Experience in Tableau, Python, AWS is a plus."
257,ML Ops Engineer,Apple,"New York, US",Entry,Full-time,61113,"Docker, R, TensorFlow, Scikit-learn, Excel",Onsite,6/21/2025,"We are looking for a ML Ops Engineer with strong experience in Scikit-learn, TensorFlow, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
258,Computer Vision Engineer,Flipkart,"Bengaluru, IN",Entry,Full-time,4031,"NLP, Docker, Azure, SQL, Pandas",Remote,6/15/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Pandas, SQL, Azure. Excellent opportunity to grow in a dynamic environment."
259,AI Research Scientist,Meta,"Bengaluru, IN",Expert,Internship,24268,"Scikit-learn, TensorFlow, PyTorch, R, Pandas, Spark",Onsite,6/5/2025,"We are looking for a AI Research Scientist with strong experience in R, Pandas, PyTorch. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
260,ML Ops Engineer,Hugging Face,"Sydney, AU",Expert,Part-time,183777,"Kubernetes, Pandas, TensorFlow, Computer Vision",Hybrid,6/2/2025,"We are looking for a ML Ops Engineer with strong experience in TensorFlow, Kubernetes, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
261,ML Engineer,Amazon,"Berlin, DE",Senior,Full-time,154394,"Tableau, Spark, Excel, TensorFlow",Hybrid,6/3/2025,"Join our team as a ML Engineer, where you'll use your skills in TensorFlow, Tableau, Spark to solve real-world problems. Experience in TensorFlow, Tableau, Spark is a plus."
262,Data Analyst,Uber,"Toronto, CA",Expert,Part-time,181526,"Spark, Kubernetes, Excel, Scikit-learn",Hybrid,7/19/2025,"We are looking for a Data Analyst with strong experience in Spark, Scikit-learn, Excel. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
263,ML Ops Engineer,Flipkart,"London, UK",Senior,Contract,156077,"AWS, SQL, Docker, Hadoop, Spark, R",Remote,5/26/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in Docker, SQL, Spark to solve real-world problems. Experience in Docker, SQL, Spark is a plus."
264,ML Ops Engineer,Flipkart,"New York, US",Expert,Full-time,253024,"SQL, PowerBI, Spark",Remote,5/18/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: Spark, PowerBI, SQL."
265,Data Analyst,SAP,"Toronto, CA",Senior,Full-time,141756,"NLP, Docker, TensorFlow, Hadoop, AWS, Python",Remote,6/15/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Hadoop, Python, NLP. We value creativity and a willingness to learn."
266,Computer Vision Engineer,Wipro,"Delhi, IN",Senior,Full-time,15227,"TensorFlow, Azure, GCP, Hadoop, Pandas, Docker",Remote,6/8/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Hadoop, Azure, Pandas. Excellent opportunity to grow in a dynamic environment."
267,Data Analyst,SAP,Remote,Mid,Contract,106878,"Docker, Pandas, Spark",Remote,7/11/2025,"Join our team as a Data Analyst, where you'll use your skills in Spark, Pandas, Docker to solve real-world problems. Experience in Spark, Pandas, Docker is a plus."
268,ML Ops Engineer,Google,"Delhi, IN",Entry,Internship,5582,"PyTorch, TensorFlow, Deep Learning, Tableau",Hybrid,5/25/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in Tableau, Deep Learning, TensorFlow to solve real-world problems. Experience in Tableau, Deep Learning, TensorFlow is a plus."
269,BI Analyst,IBM,"Singapore, SG",Mid,Contract,89278,"Computer Vision, Spark, PowerBI, Tableau",Onsite,5/19/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: PowerBI, Tableau, Spark."
270,Data Analyst,OpenAI,"London, UK",Senior,Contract,162604,"TensorFlow, NLP, Hadoop, Kubernetes, Computer Vision",Hybrid,5/3/2025,"Join our team as a Data Analyst, where you'll use your skills in TensorFlow, Computer Vision, NLP to solve real-world problems. Experience in TensorFlow, Computer Vision, NLP is a plus."
271,NLP Engineer,IBM,Remote,Entry,Full-time,57728,"Azure, Scikit-learn, PowerBI, Pandas",Remote,7/10/2025,"Join our team as a NLP Engineer, where you'll use your skills in Azure, PowerBI, Scikit-learn to solve real-world problems. Experience in Azure, PowerBI, Scikit-learn is a plus."
272,ML Engineer,Wipro,"London, UK",Entry,Contract,43358,"Hadoop, Deep Learning, AWS, Spark",Onsite,4/30/2025,"We are looking for a ML Engineer with strong experience in AWS, Spark, Deep Learning. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
273,NLP Engineer,Microsoft,"Bengaluru, IN",Expert,Internship,18169,"GCP, Docker, AWS, NLP, Pandas",Hybrid,7/4/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: GCP, AWS, Docker."
274,NLP Engineer,SAP,"Texas, US",Entry,Part-time,64087,"Computer Vision, Azure, Hadoop",Remote,6/25/2025,"We are looking for a NLP Engineer with strong experience in Computer Vision, Hadoop, Azure. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
275,AI Research Scientist,Netflix,"Singapore, SG",Senior,Full-time,130145,"Tableau, R, PowerBI, Kubernetes",Onsite,5/16/2025,"Seeking a passionate AI Research Scientist with hands-on experience in R, Kubernetes, PowerBI. Excellent opportunity to grow in a dynamic environment."
276,Computer Vision Engineer,Amazon,Remote,Senior,Part-time,188680,"Computer Vision, Hadoop, Excel, Deep Learning",Remote,7/17/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Excel, Computer Vision, Deep Learning. Excellent opportunity to grow in a dynamic environment."
277,Computer Vision Engineer,TCS,"London, UK",Senior,Contract,169326,"Hadoop, Python, TensorFlow, NLP, Docker, Pandas",Onsite,5/7/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Python, TensorFlow, NLP. We value creativity and a willingness to learn."
278,Data Analyst,Microsoft,"Sydney, AU",Senior,Internship,155404,"Spark, NLP, Pandas",Remote,5/24/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Spark, Pandas, NLP. We value creativity and a willingness to learn."
279,ML Ops Engineer,Uber,"California, US",Senior,Part-time,126288,"SQL, GCP, Excel",Onsite,5/2/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Excel, SQL, GCP. We value creativity and a willingness to learn."
